assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_2,expected_assists_2,expected_goal_involvements_2,expected_goals_2,expected_goals_conceded_2,goals_conceded_2,goals_scored_2,ict_index_2,influence_2,creativity_2,threat_2,minutes_2,own_goals_2,penalties_missed_2,penalties_saved_2,red_cards_2,yellow_cards_2,saves_2,starts_2,team_a_score_2,team_h_score_2,total_points_2,goals_2,shots_2,xG_2,xA_2,assists_x_2,assists_y_2,key_passes_2,npg_2,npxG_2,xGChain_2,xGBuildup_2,xP_2,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_4,expected_assists_4,expected_goal_involvements_4,expected_goals_4,expected_goals_conceded_4,goals_conceded_4,goals_scored_4,ict_index_4,influence_4,creativity_4,threat_4,minutes_4,own_goals_4,penalties_missed_4,penalties_saved_4,red_cards_4,yellow_cards_4,saves_4,starts_4,team_a_score_4,team_h_score_4,total_points_4,goals_4,shots_4,xG_4,xA_4,assists_x_4,assists_y_4,key_passes_4,npg_4,npxG_4,xGChain_4,xGBuildup_4,xP_4,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,pts_bps,whh,whd,wha
0,0,8,0,17.8,447,0.21,0.28,0.07,0.83,2,2,0,3.2,8.2,2023-08-12,90,1,0,0,0,0,1,0,212361,1,1,2,6.0,2,0,0,0,6.0,False,0,0,1,0.082666590809822,90,Arsenal,Nottingham Forest,2,1,22276,2023,603720,0.0839585587382316,0,1,0,0.082666590809822,0.7031011581420898,0.6204345226287842,Nottingham Forest,2,5,1,1.7,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.79,0.136,0.074
0,0,12,0,65.2,447,0.39,0.45,0.06,0.51,17,1,0,9.3,17.8,2023-08-18,90,17,0,0,0,0,2,0,236932,1,1,2,10.0,2,7090,27763,20673,6.0,True,0,0,2,0.0873693898320198,90,Nottingham Forest,Sheffield United,2,1,22285,2023,604783,0.2504476010799408,0,4,0,0.0873693898320198,0.1886656582355499,0.0771192610263824,Nottingham Forest,2,2,2,2.5,MID,0.0,0.21,0.28,0.07,0.83,2.0,0.0,3.2,8.2,17.8,6.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.08,0.08,0.0,0.0,1.0,0.0,0.08,0.7,0.62,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24571.0,0.1463787265670162,2.0,0.494,0.278,0.228
2,1,31,0,41.5,447,0.24,0.51,0.27,2.91,28,3,0,8.6,29.2,2023-08-26,90,14,0,0,0,0,3,0,191018,1,2,3,15.0,8,-45707,4803,50510,6.0,False,1,0,2,0.1427612900733947,90,Manchester United,Nottingham Forest,3,2,22300,2023,606970,0.606080174446106,1,3,0,0.1427612900733947,0.7066094279289246,0.0485135354101657,Nottingham Forest,2,4,3,3.5,MID,0.0,0.39,0.45,0.06,0.51,1.0,0.0,9.3,17.8,65.2,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.09,0.25,0.0,0.0,4.0,0.0,0.09,0.19,0.08,2.5,0.0,0.3,0.36,0.06,0.67,1.5,0.0,6.25,13.0,41.5,8.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.5,0.09,0.17,0.0,0.0,2.5,0.0,0.09,0.45,0.35,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45914.0,-0.8263337732540271,7.0,0.711,0.178,0.111
0,0,7,1,3.6,447,0.01,0.01,0.0,2.13,35,0,0,1.7,13.6,2023-09-02,90,7,0,0,0,0,4,0,182793,1,1,0,0.0,3,-12861,6365,19226,5.9,False,0,0,0,0.0,90,Chelsea,Nottingham Forest,0,1,21930,2023,608761,0.0,0,0,0,0.0,0.0102639850229024,0.0102639850229024,Nottingham Forest,2,3,4,3.8,MID,0.0,0.24,0.51,0.27,2.91,3.0,0.0,8.6,29.2,41.5,15.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,8.0,0.0,2.0,0.14,0.61,2.0,1.0,3.0,0.0,0.14,0.71,0.05,3.5,0.0,0.32,0.48,0.16,1.71,2.0,0.0,8.95,23.5,53.35,12.5,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.5,2.5,5.0,0.0,2.0,0.12,0.43,1.0,0.5,3.5,0.0,0.12,0.45,0.06,3.0,0.0,0.28,0.41,0.13,1.42,2.0,0.0,7.03,18.4,41.5,10.33,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.33,2.33,4.0,0.0,1.67,0.1,0.31,0.67,0.33,2.67,0.0,0.1,0.53,0.25,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8225.0,-0.5025594935719588,3.0,0.679,0.204,0.118
0,0,16,0,24.8,447,0.06,0.33,0.27,0.56,47,1,0,6.8,12.6,2023-09-18,90,6,0,0,0,0,5,0,187832,1,1,1,31.0,2,597,18839,18242,5.9,True,0,0,4,0.2485327124595642,90,Nottingham Forest,Burnley,1,1,21944,2023,611590,0.0733882486820221,0,2,0,0.2485327124595642,0.4106093943119049,0.1129670590162277,Nottingham Forest,2,2,5,4.8,MID,1.0,0.01,0.01,0.0,2.13,0.0,0.0,1.7,13.6,3.6,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,3.8,0.5,0.12,0.26,0.14,2.52,1.5,0.0,5.15,21.4,22.55,7.5,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.5,1.5,5.5,0.0,1.0,0.07,0.3,1.0,0.5,1.5,0.0,0.07,0.36,0.03,3.65,0.33,0.21,0.32,0.11,1.85,1.33,0.0,6.53,20.2,36.77,8.33,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.33,1.67,4.33,0.0,1.33,0.08,0.29,0.67,0.33,2.33,0.0,0.08,0.3,0.05,3.27,0.25,0.21,0.31,0.1,1.6,1.5,0.0,5.7,17.2,32.02,7.75,90.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,1.25,1.75,3.75,0.0,1.25,0.08,0.24,0.5,0.25,2.0,0.0,0.08,0.4,0.19,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5039.0,0.0160998894312451,2.0,0.434,0.278,0.287
0,0,6,0,14.5,447,0.08,0.34,0.26,1.33,59,2,0,3.7,3.2,2023-09-23,90,13,0,0,0,0,6,0,170281,1,0,2,19.0,1,-17435,4335,21770,5.9,False,1,0,3,0.2200400829315185,90,Manchester City,Nottingham Forest,2,0,21946,2023,612167,0.0,0,0,0,0.2200400829315185,0.139328196644783,0.0309164263308048,Nottingham Forest,2,5,6,2.5,MID,0.0,0.06,0.33,0.27,0.56,1.0,0.0,6.8,12.6,24.8,31.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,4.0,0.25,0.07,0.0,0.0,2.0,0.0,0.25,0.41,0.11,4.8,0.5,0.04,0.17,0.14,1.34,0.5,0.0,4.25,13.1,14.2,15.5,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2.5,0.0,2.0,0.12,0.04,0.0,0.0,1.0,0.0,0.12,0.21,0.06,4.3,0.33,0.1,0.28,0.18,1.87,1.33,0.0,5.7,18.47,23.3,15.33,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.33,1.33,4.33,0.0,2.0,0.13,0.23,0.67,0.33,1.67,0.0,0.13,0.38,0.06,4.03,0.25,0.18,0.32,0.15,1.53,1.25,0.0,6.6,18.3,33.78,14.0,90.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,1.25,1.5,3.75,0.0,2.0,0.12,0.23,0.5,0.25,2.25,0.0,0.12,0.33,0.06,3.65,0.2,0.18,0.32,0.13,1.39,1.4,0.0,5.92,16.28,30.58,12.4,90.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.2,1.6,3.4,0.0,1.8,0.11,0.2,0.4,0.2,2.0,0.0,0.11,0.4,0.17,3.26,-17551.0,-0.6678797165294005,1.0,0.805,0.127,0.068
0,0,7,0,11.3,447,0.04,0.04,0.0,0.88,67,0,0,2.0,8.8,2023-10-01,29,4,0,0,0,0,7,0,160569,0,1,1,0.0,1,-10777,7436,18213,5.9,True,0,0,0,0.0,27,Nottingham Forest,Brentford,1,1,21963,2023,615257,0.2351722866296768,0,1,0,0.0,0.0223525967448949,0.0223525967448949,Nottingham Forest,2,2,7,1.3,MID,0.0,0.08,0.34,0.26,1.33,2.0,0.0,3.7,3.2,14.5,19.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,0.22,0.0,0.0,0.0,0.0,0.0,0.22,0.14,0.03,2.5,0.0,0.07,0.34,0.26,0.94,1.5,0.0,5.25,7.9,19.65,25.0,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,1.5,1.5,0.0,3.5,0.23,0.04,0.0,0.0,1.0,0.0,0.23,0.27,0.07,3.65,0.33,0.05,0.23,0.18,1.34,1.0,0.0,4.07,9.8,14.3,16.67,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.67,1.0,2.0,0.0,2.33,0.16,0.02,0.0,0.0,0.67,0.0,0.16,0.19,0.05,3.7,0.25,0.1,0.3,0.2,1.73,1.5,0.0,5.2,14.65,21.1,16.25,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.5,3.5,0.0,2.25,0.15,0.17,0.5,0.25,1.25,0.0,0.15,0.32,0.05,3.65,0.2,0.16,0.33,0.17,1.49,1.4,0.0,6.02,15.28,29.92,15.0,90.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1.0,1.6,3.2,0.0,2.2,0.14,0.19,0.4,0.2,1.8,0.0,0.14,0.29,0.06,3.42,-9712.0,-0.4201723264064876,1.0,0.344,0.278,0.378
0,0,15,1,57.5,447,0.15,0.29,0.14,0.81,74,0,0,8.8,12.2,2023-10-07,90,8,0,0,0,0,8,0,154406,1,0,0,18.0,3,-7377,9913,17290,5.8,False,0,0,2,0.3069128394126892,90,Crystal Palace,Nottingham Forest,0,0,21968,2023,616633,0.5350421667098999,0,4,0,0.3069128394126892,0.6683159470558167,0.361403077840805,Nottingham Forest,2,2,8,1.7,MID,0.0,0.04,0.04,0.0,0.88,0.0,0.0,2.0,8.8,11.3,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.24,0.0,0.0,1.0,0.0,0.0,0.02,0.02,1.3,0.0,0.06,0.19,0.13,1.1,1.0,0.0,2.85,6.0,12.9,9.5,59.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.5,1.0,0.0,1.5,0.11,0.12,0.0,0.0,0.5,0.0,0.11,0.08,0.03,1.9,0.0,0.06,0.24,0.18,0.92,1.0,0.0,4.17,8.2,16.87,16.67,69.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,0.67,1.33,1.33,0.0,2.33,0.16,0.1,0.0,0.0,1.0,0.0,0.16,0.19,0.06,2.87,0.25,0.05,0.18,0.13,1.23,0.75,0.0,3.55,9.55,13.55,12.5,74.75,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.75,1.0,1.75,0.0,1.75,0.12,0.08,0.0,0.0,0.75,0.0,0.12,0.15,0.04,3.1,0.2,0.09,0.25,0.16,1.56,1.2,0.0,4.56,13.48,19.14,13.0,77.8,0.0,0.0,0.0,0.0,0.4,0.0,0.8,1.0,1.4,3.0,0.0,1.8,0.12,0.18,0.4,0.2,1.2,0.0,0.12,0.26,0.05,3.18,-6163.0,-0.2711833253685255,3.0,0.439,0.291,0.27
0,0,13,0,61.5,447,0.43,0.56,0.13,1.71,88,2,0,9.8,19.0,2023-10-21,90,12,0,0,0,0,9,0,165822,1,2,2,17.0,1,9190,19296,10106,5.8,True,1,0,2,0.1846566647291183,90,Nottingham Forest,Luton,2,2,21982,2023,618068,0.2606465518474579,0,3,0,0.1846566647291183,0.9808170199394226,0.961310088634491,Nottingham Forest,2,2,9,2.2,MID,1.0,0.15,0.29,0.14,0.81,0.0,0.0,8.8,12.2,57.5,18.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.31,0.54,0.0,0.0,4.0,0.0,0.31,0.67,0.36,1.7,0.5,0.1,0.16,0.07,0.84,0.0,0.0,5.4,10.5,34.4,9.0,59.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,2.0,0.0,1.0,0.15,0.39,0.0,0.0,2.5,0.0,0.15,0.35,0.19,1.5,0.33,0.09,0.22,0.13,1.01,0.67,0.0,4.83,8.07,27.77,12.33,69.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,0.33,1.0,1.67,0.0,1.67,0.18,0.26,0.0,0.0,1.67,0.0,0.18,0.28,0.14,1.83,0.25,0.08,0.25,0.17,0.9,0.75,0.0,5.32,9.2,27.02,17.0,74.75,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.5,1.0,1.75,0.0,2.25,0.19,0.21,0.0,0.0,1.75,0.0,0.19,0.31,0.13,2.58,0.4,0.07,0.2,0.13,1.14,0.6,0.0,4.6,10.08,22.34,13.6,77.8,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.6,0.8,2.0,0.0,1.8,0.16,0.17,0.0,0.0,1.4,0.0,0.16,0.25,0.11,2.82,11416.0,0.3125637711720291,1.0,0.581,0.248,0.171
0,0,8,0,11.9,447,0.03,0.03,0.0,2.93,97,3,0,1.9,2.6,2023-10-29,82,11,0,0,0,0,10,0,137593,1,0,3,4.0,2,-26656,815,27471,5.8,False,0,0,0,0.0,87,Liverpool,Nottingham Forest,3,0,21991,2023,620615,0.0582463406026363,0,1,0,0.0,0.0582463406026363,0.0,Nottingham Forest,2,5,10,1.5,MID,0.0,0.43,0.56,0.13,1.71,2.0,0.0,9.8,19.0,61.5,17.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,0.18,0.26,0.0,0.0,3.0,0.0,0.18,0.98,0.96,2.2,0.5,0.29,0.43,0.14,1.26,1.0,0.0,9.3,15.6,59.5,17.5,90.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.25,0.4,0.0,0.0,3.5,0.0,0.25,0.82,0.66,1.95,0.33,0.21,0.3,0.09,1.13,0.67,0.0,6.87,13.33,43.43,11.67,69.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.0,1.0,1.67,0.0,1.33,0.16,0.34,0.0,0.0,2.67,0.0,0.16,0.56,0.45,1.73,0.25,0.18,0.31,0.13,1.18,1.0,0.0,6.08,10.8,36.2,13.5,74.75,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.75,1.25,1.5,0.0,1.75,0.18,0.26,0.0,0.0,2.0,0.0,0.18,0.45,0.34,1.92,0.2,0.15,0.31,0.16,1.06,1.0,0.0,6.22,11.16,33.92,17.0,77.8,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.8,1.2,1.6,0.0,2.2,0.19,0.22,0.0,0.0,2.0,0.0,0.19,0.44,0.3,2.5,-28229.0,-0.9423743194513188,2.0,0.759,0.146,0.095
