assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5,ownership_change,percenatge_net_transfers,pts_bps,whh,whd,wha
0,0,10,0,22.3,43,0.15,0.34,0.19,3.44,6,5,0,5.1,9.4,2023-08-12,90,15,0,0,0,0,1,0,255432,1,1,5,19.0,1,0,0,0,5.5,False,1,0,4,0.2092152535915374,90,Newcastle United,Aston Villa,5,1,22281,2023,603926,0.0971870198845863,0,1,0,0.2092152535915374,0.389034628868103,0.3602129518985748,Aston Villa,3,4,1,1.6,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.533,0.255,0.212
0,0,30,1,14.4,43,0.1,0.89,0.79,0.64,11,0,1,7.7,44.0,2023-08-20,63,9,0,0,0,0,2,0,233546,1,0,4,19.0,7,-27868,4278,32146,5.5,True,1,1,1,0.7611688375473022,73,Aston Villa,Everton,4,0,22292,2023,605743,0.114247016608715,0,1,0,0.0,1.28993558883667,1.1756885051727295,Aston Villa,2,4,2,4.0,MID,0.0,0.15,0.34,0.19,3.44,5.0,0.0,5.1,9.4,22.3,19.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,4.0,0.21,0.1,0.0,1.0,0.0,0.21,0.39,0.36,1.6,255432.0,0.0,0.15,0.34,0.19,3.44,5.0,0.0,5.1,9.4,22.3,19.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,4.0,0.21,0.1,0.0,1.0,0.0,0.21,0.39,0.36,1.6,255432.0,-21886.0,-0.7650999341093784,7.0,0.557,0.255,0.188
0,0,12,0,33.9,43,0.13,0.13,0.0,0.39,25,1,0,4.5,11.4,2023-08-27,85,6,0,0,0,0,3,0,227643,1,3,1,0.0,2,-11185,11671,22856,5.5,False,0,0,0,0.0,89,Burnley,Aston Villa,1,3,22302,2023,607459,0.1826227456331253,0,2,0,0.0,0.9418538212776184,0.9418538212776184,Aston Villa,3,2,3,3.8,MID,1.0,0.25,1.23,0.98,4.08,5.0,1.0,12.8,53.4,36.7,38.0,153.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,9.0,8.0,1.0,5.0,0.97,0.21,0.0,2.0,0.0,0.21,1.68,1.54,5.6,488978.0,1.0,0.25,1.23,0.98,4.08,5.0,1.0,12.8,53.4,36.7,38.0,153.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,9.0,8.0,1.0,5.0,0.97,0.21,0.0,2.0,0.0,0.21,1.68,1.54,5.6,488978.0,-5903.0,-0.3239493729544994,2.0,0.279,0.275,0.446
0,0,19,0,2.3,43,0.03,0.03,0.0,2.35,37,3,0,1.3,9.0,2023-09-03,71,11,0,0,0,0,4,0,201684,1,0,3,2.0,2,-26705,3602,30307,5.4,False,0,0,0,0.0,76,Liverpool,Aston Villa,3,0,21933,2023,609387,0.0,0,0,0,0.0,0.1641972213983535,0.1641972213983535,Aston Villa,3,5,4,2.5,MID,1.0,0.38,1.36,0.98,4.47,6.0,1.0,17.3,64.8,70.6,38.0,238.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,10.0,10.0,1.0,5.0,0.97,0.39,0.0,4.0,0.0,0.21,2.62,2.48,9.4,716621.0,1.0,0.38,1.36,0.98,4.47,6.0,1.0,17.3,64.8,70.6,38.0,238.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,10.0,10.0,1.0,5.0,0.97,0.39,0.0,4.0,0.0,0.21,2.62,2.48,9.4,716621.0,-25959.0,-0.7875490282815771,2.0,0.594,0.212,0.194
0,3,41,0,20.5,43,0.1,0.89,0.79,1.17,41,1,1,10.1,57.2,2023-09-16,90,8,0,0,0,0,5,0,182436,1,1,3,23.0,10,-21190,3511,24701,5.4,True,0,1,1,0.7611688375473022,90,Aston Villa,Crystal Palace,3,1,21938,2023,610467,0.0373753122985363,0,1,0,0.0,0.1377180963754654,0.1003427878022193,Aston Villa,2,4,5,4.7,MID,1.0,0.26,1.05,0.79,3.38,4.0,1.0,13.5,64.4,50.6,21.0,219.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,8.0,11.0,1.0,1.0,0.76,0.3,0.0,3.0,0.0,0.0,2.4,2.28,10.3,662873.0,1.0,0.41,1.39,0.98,6.82,9.0,1.0,18.6,73.8,72.9,40.0,309.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,13.0,12.0,1.0,5.0,0.97,0.39,0.0,4.0,0.0,0.21,2.79,2.64,11.9,918305.0,-19248.0,-0.7510988231958032,7.0,0.492,0.286,0.222
0,0,9,1,4.3,43,0.08,0.13,0.05,1.35,55,0,0,2.3,14.4,2023-09-24,90,7,0,0,0,0,6,0,201982,1,1,0,4.0,2,16447,25484,9037,5.4,False,1,0,2,0.047382328659296,90,Chelsea,Aston Villa,0,1,21947,2023,612754,0.0,0,0,0,0.047382328659296,0.0365375913679599,0.0239686090499162,Aston Villa,3,3,6,4.0,MID,0.0,0.26,1.05,0.79,3.91,5.0,1.0,15.9,77.6,56.7,25.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,14.0,1.0,1.0,0.76,0.22,0.0,3.0,0.0,0.0,1.24,1.21,11.0,611763.0,1.0,0.51,2.28,1.77,7.99,10.0,2.0,28.7,131.0,93.4,63.0,399.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,5.0,16.0,22.0,2.0,6.0,1.73,0.43,0.0,5.0,0.0,0.21,2.92,2.74,16.6,1100741.0,19546.0,0.4764346339909041,2.0,0.507,0.253,0.24
0,2,27,0,19.0,43,0.19,0.33,0.14,1.71,61,1,1,6.9,38.4,2023-09-30,90,5,0,0,0,0,7,0,207818,1,1,6,12.0,8,5517,21234,15717,5.4,True,1,1,2,0.0492951907217502,90,Aston Villa,Brighton,6,1,21955,2023,614293,0.0662653148174285,0,1,1,0.0492951907217502,0.7154256701469421,0.6186271905899048,Aston Villa,2,4,7,6.7,MID,1.0,0.21,1.05,0.84,4.87,4.0,1.0,13.7,80.6,27.1,29.0,251.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,6.0,14.0,1.0,3.0,0.81,0.04,0.0,1.0,0.0,0.05,0.34,0.29,11.2,586102.0,2.0,0.44,2.07,1.63,5.9,5.0,2.0,25.9,136.0,75.4,48.0,399.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,5.0,11.0,23.0,2.0,4.0,1.57,0.33,0.0,4.0,0.0,0.05,2.57,2.41,19.0,1047291.0,5836.0,0.1493058374604205,6.0,0.376,0.241,0.383
0,0,13,0,16.7,43,0.11,0.44,0.33,1.19,80,1,0,4.6,8.6,2023-10-08,90,20,0,0,0,0,8,0,373513,1,1,1,21.0,2,151455,185234,33779,5.4,False,0,0,6,0.2864953875541687,90,Wolverhampton Wanderers,Aston Villa,1,1,21974,2023,616997,0.0848196074366569,0,1,0,0.2864953875541687,0.793586254119873,0.6960424184799194,Aston Villa,3,2,8,4.0,MID,1.0,0.37,1.35,0.98,4.23,2.0,2.0,19.3,110.0,43.8,39.0,270.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,9.0,20.0,2.0,5.0,0.86,0.1,0.0,2.0,1.0,0.1,0.89,0.74,15.4,592236.0,1.0,0.53,1.51,0.98,6.97,6.0,2.0,25.1,130.4,80.0,41.0,426.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,6.0,13.0,24.0,2.0,5.0,0.86,0.29,0.0,4.0,1.0,0.1,2.0,1.85,21.7,1021563.0,165695.0,0.6915342924849209,2.0,0.287,0.263,0.451
0,3,54,0,41.1,43,0.07,0.97,0.9,1.15,81,1,2,16.3,90.8,2023-10-22,90,19,0,0,0,0,9,0,362599,1,1,4,31.0,15,-2240,28475,30715,5.4,True,0,2,3,0.8366490006446838,90,Aston Villa,West Ham,4,1,21976,2023,618971,0.0608512870967388,0,3,1,0.0754801407456398,0.764406681060791,0.6427874565124512,Aston Villa,2,4,9,8.3,MID,1.0,0.38,0.9,0.52,4.25,2.0,1.0,13.8,61.4,40.0,37.0,270.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,7.0,12.0,1.0,10.0,0.38,0.15,0.0,2.0,1.0,0.38,1.55,1.34,14.7,783313.0,1.0,0.51,1.82,1.31,7.77,6.0,2.0,25.2,127.6,62.8,62.0,431.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,13.0,24.0,2.0,11.0,1.14,0.19,0.0,3.0,1.0,0.38,1.85,1.6,21.9,1167433.0,-10914.0,-0.0378442304443318,12.0,0.508,0.241,0.251
1,2,28,0,40.8,43,0.13,0.13,0.0,0.17,92,1,0,8.1,37.8,2023-10-29,89,12,0,0,0,0,10,0,840846,1,1,3,2.0,7,459976,485179,25203,5.5,True,0,0,0,0.0,90,Aston Villa,Luton,3,1,21987,2023,620446,0.2038964927196502,1,3,0,0.0,0.7944376468658447,0.7752234935760498,Aston Villa,2,4,10,8.5,MID,0.0,0.37,1.74,1.37,4.05,3.0,3.0,27.8,137.8,76.8,64.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,11.0,25.0,3.0,11.0,1.17,0.21,0.0,5.0,2.0,0.41,2.27,1.96,19.0,943930.0,1.0,0.55,2.76,2.21,6.57,4.0,4.0,40.2,209.4,101.6,91.0,450.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,5.0,14.0,37.0,4.0,14.0,1.98,0.25,0.0,6.0,2.0,0.46,2.45,2.08,27.7,1328348.0,478247.0,0.901238680047494,5.0,0.75,0.156,0.094
