assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_2,expected_assists_2,expected_goal_involvements_2,expected_goals_2,expected_goals_conceded_2,goals_conceded_2,goals_scored_2,ict_index_2,influence_2,creativity_2,threat_2,minutes_2,own_goals_2,penalties_missed_2,penalties_saved_2,red_cards_2,yellow_cards_2,saves_2,starts_2,team_a_score_2,team_h_score_2,total_points_2,goals_2,shots_2,xG_2,xA_2,assists_x_2,assists_y_2,key_passes_2,npg_2,npxG_2,xGChain_2,xGBuildup_2,xP_2,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_4,expected_assists_4,expected_goal_involvements_4,expected_goals_4,expected_goals_conceded_4,goals_conceded_4,goals_scored_4,ict_index_4,influence_4,creativity_4,threat_4,minutes_4,own_goals_4,penalties_missed_4,penalties_saved_4,red_cards_4,yellow_cards_4,saves_4,starts_4,team_a_score_4,team_h_score_4,total_points_4,goals_4,shots_4,xG_4,xA_4,assists_x_4,assists_y_4,key_passes_4,npg_4,npxG_4,xGChain_4,xGBuildup_4,xP_4,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0,0,3,0,2.4,172,0.01,0.01,0.0,1.84,74,2,0,0.8,5.8,2024-10-20,52,0,0,0,0,0,0,0,False,12,0,0,0,0,8,0,7759,1,1,2,0.0,0,1491,1932,441,4.9,False,0,0,0,0.0,61,Liverpool,Chelsea,2,1,26679,2024,682199,0.0,0,0,0,0.0,0.1426748186349868,0.1426748186349868,Chelsea,3,5,8,-0.5,DEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,15,0,13.8,172,0.04,0.04,0.0,1.92,85,1,0,3.5,21.4,2024-10-27,90,0,0,0,0,0,0,0,False,15,0,0,0,0,9,0,22642,1,1,2,0.0,2,12738,13716,978,4.9,True,0,0,0,0.0,90,Chelsea,Newcastle United,2,1,26688,2024,683511,0.0,0,0,0,0.0,0.2631692886352539,0.2631692886352539,Chelsea,4,4,9,1.2,DEF,0.0,0.01,0.01,0.0,1.84,2.0,0.0,0.8,5.8,2.4,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,11,0,6.7,172,0.17,0.17,0.0,1.98,95,1,0,1.8,10.8,2024-11-03,90,0,0,0,0,0,0,0,False,14,0,0,0,0,10,0,48828,1,1,1,0.0,2,23353,26257,2904,4.9,False,0,0,0,0.0,90,Manchester United,Chelsea,1,1,26697,2024,685873,0.0,0,0,0,0.0,0.0514670312404632,0.0514670312404632,Chelsea,3,3,10,1.8,DEF,0.0,0.04,0.04,0.0,1.92,1.0,0.0,3.5,21.4,13.8,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,1.2,0.0,0.02,0.02,0.0,1.88,1.5,0.0,2.15,13.6,8.1,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,3,0,0.3,172,0.0,0.0,0.0,0.04,103,0,0,0.1,0.2,2024-11-10,8,0,0,0,0,0,0,0,False,1,0,0,0,0,11,0,63547,0,1,1,0.0,1,12995,17559,4564,4.9,True,0,0,0,0.0,5,Chelsea,Arsenal,1,1,26705,2024,687568,0.0,0,0,0,0.0,0.0,0.0,Chelsea,5,4,11,1.2,DEF,0.0,0.17,0.17,0.0,1.98,1.0,0.0,1.8,10.8,6.7,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,1.8,0.0,0.11,0.11,0.0,1.95,1.0,0.0,2.65,16.1,10.25,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,1.5,0.0,0.07,0.07,0.0,1.91,1.33,0.0,2.03,12.67,7.63,0.0,77.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.67,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,15,0,16.3,172,0.1,0.16,0.06,0.22,208,1,1,6.3,39.4,2025-01-14,34,0,0,0,0,0,0,0,False,3,0,0,0,0,21,0,20418,0,2,2,7.0,7,1789,3015,1226,4.8,True,0,1,1,0.0829255059361457,29,Chelsea,Bournemouth,2,2,26809,2024,699124,0.0289890132844448,0,1,1,0.0829255059361457,0.0448271259665489,0.0448271259665489,Chelsea,3,4,21,1.9,DEF,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.1,0.2,0.3,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.08,0.08,0.0,1.01,0.5,0.0,0.95,5.5,3.5,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,1.5,0.0,0.07,0.07,0.0,1.31,0.67,0.0,1.8,10.8,6.93,0.0,62.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,1.33,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.4,0.0,0.06,0.06,0.0,1.44,1.0,0.0,1.55,9.55,5.8,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,1.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,25,0,26.6,172,0.04,0.12,0.08,0.63,213,1,0,5.1,16.2,2025-01-20,76,0,0,0,0,0,0,0,False,20,0,0,0,0,22,0,42978,1,1,3,8.0,6,20649,22280,1631,4.8,True,0,0,2,0.0559636391699314,84,Chelsea,Wolverhampton Wanderers,3,1,26814,2024,701001,0.110368512570858,0,2,0,0.0559636391699314,0.8026199340820312,0.7678504586219788,Chelsea,3,4,22,0.0,DEF,0.0,0.1,0.16,0.06,0.22,1.0,1.0,6.3,39.4,16.3,7.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,1.0,1.0,0.08,0.03,0.0,0.0,1.0,1.0,0.08,0.04,0.04,1.9,0.0,0.05,0.08,0.03,0.13,0.5,0.5,3.2,19.8,8.3,3.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,4.0,0.5,0.5,0.04,0.01,0.0,0.0,0.5,0.5,0.04,0.02,0.02,1.55,0.0,0.09,0.11,0.02,0.75,0.67,0.33,2.73,16.8,7.77,2.33,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.33,1.33,3.33,0.33,0.33,0.03,0.01,0.0,0.0,0.33,0.33,0.03,0.03,0.03,1.63,0.0,0.08,0.09,0.02,1.04,0.75,0.25,2.92,17.95,9.28,1.75,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.25,1.5,3.0,0.25,0.25,0.02,0.01,0.0,0.0,0.25,0.25,0.02,0.09,0.09,1.52,0.0,0.06,0.08,0.01,1.2,1.0,0.2,2.5,15.52,7.9,1.4,54.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,1.6,2.4,0.2,0.2,0.02,0.01,0.0,0.0,0.2,0.2,0.02,0.1,0.1,1.12
0,0,0,0,0.8,172,0.0,0.02,0.02,2.25,227,2,0,1.3,11.6,2025-01-25,72,0,0,0,0,0,0,0,False,13,0,0,0,0,23,0,59941,1,1,3,1.0,1,15772,20445,4673,4.8,False,0,0,1,0.0172510147094726,75,Manchester City,Chelsea,3,1,26828,2024,701663,0.0,0,0,0,0.0172510147094726,0.0601969808340072,0.0601969808340072,Chelsea,3,4,23,3.5,DEF,0.0,0.04,0.12,0.08,0.63,1.0,0.0,5.1,16.2,26.6,8.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,0.0,2.0,0.06,0.11,1.0,0.0,2.0,0.0,0.06,0.8,0.77,0.0,0.0,0.07,0.14,0.07,0.42,1.0,0.5,5.7,27.8,21.45,7.5,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,2.5,6.5,0.5,1.5,0.07,0.07,0.5,0.0,1.5,0.5,0.07,0.42,0.41,0.95,0.0,0.05,0.09,0.05,0.3,0.67,0.33,3.83,18.6,14.4,5.0,39.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.33,2.0,4.67,0.33,1.0,0.05,0.05,0.33,0.0,1.0,0.33,0.05,0.28,0.27,1.03,0.0,0.08,0.11,0.04,0.72,0.75,0.25,3.32,16.65,12.48,3.75,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.25,1.75,4.0,0.25,0.75,0.03,0.03,0.25,0.0,0.75,0.25,0.03,0.22,0.22,1.22,0.0,0.07,0.1,0.03,0.96,0.8,0.2,3.36,17.6,12.74,3.0,59.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,1.8,3.6,0.2,0.6,0.03,0.03,0.2,0.0,0.6,0.2,0.03,0.23,0.23,1.22
0,0,13,0,42.6,172,0.17,0.17,0.0,0.43,234,1,0,6.2,19.2,2025-02-03,60,0,0,0,0,0,0,0,False,19,0,0,0,0,24,0,87417,1,1,2,0.0,1,22040,26424,4384,4.8,True,1,0,0,0.0,64,Chelsea,West Ham,2,1,26835,2024,704436,0.1265632808208465,0,3,0,0.0,0.1986051946878433,0.1139052584767341,Chelsea,2,4,24,4.3,DEF,0.0,0.0,0.02,0.02,2.25,2.0,0.0,1.3,11.6,0.8,1.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.06,3.5,0.0,0.02,0.07,0.05,1.44,1.5,0.0,3.2,13.9,13.7,4.5,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.5,0.0,1.5,0.04,0.06,0.5,0.0,1.0,0.0,0.04,0.43,0.41,1.75,0.0,0.05,0.1,0.05,1.03,1.33,0.33,4.23,22.4,14.57,5.33,60.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,2.67,4.67,0.33,1.33,0.05,0.05,0.33,0.0,1.0,0.33,0.05,0.3,0.29,1.8,0.0,0.03,0.08,0.04,0.78,1.0,0.25,3.2,16.85,11.0,4.0,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.25,2.25,3.75,0.25,1.0,0.04,0.03,0.25,0.0,0.75,0.25,0.04,0.23,0.22,1.65,0.0,0.06,0.09,0.03,1.02,1.0,0.2,2.92,15.64,10.14,3.2,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,2.0,3.4,0.2,0.8,0.03,0.03,0.2,0.0,0.6,0.2,0.03,0.19,0.18,1.68
0,0,11,0,13.0,172,0.02,0.02,0.0,0.83,242,0,0,2.1,7.8,2025-02-14,25,0,0,0,0,0,0,0,False,5,0,0,0,0,25,0,89116,0,0,3,0.0,1,3349,12000,8651,4.8,False,0,0,0,0.0,21,Brighton,Chelsea,3,0,26843,2024,705900,0.1095505133271217,0,1,0,0.0,0.1095505133271217,0.1095505133271217,Chelsea,3,3,25,1.5,DEF,0.0,0.17,0.17,0.0,0.43,1.0,0.0,6.2,19.2,42.6,0.0,60.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.13,0.0,0.0,3.0,0.0,0.0,0.2,0.11,4.3,0.0,0.08,0.1,0.01,1.34,1.5,0.0,3.75,15.4,21.7,0.5,66.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,2.5,1.0,0.0,0.5,0.01,0.06,0.0,0.0,1.5,0.0,0.01,0.13,0.09,3.9,0.0,0.07,0.1,0.03,1.1,1.33,0.0,4.2,15.67,23.33,3.0,69.33,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.0,2.67,2.67,0.0,1.0,0.02,0.08,0.33,0.0,1.67,0.0,0.02,0.35,0.31,2.6,0.0,0.08,0.12,0.04,0.88,1.25,0.25,4.72,21.6,21.58,4.0,60.5,0.0,0.0,0.0,0.0,0.25,0.0,0.75,1.25,2.5,3.75,0.25,1.0,0.04,0.07,0.25,0.0,1.5,0.25,0.04,0.28,0.25,2.42,0.0,0.06,0.09,0.03,0.71,1.0,0.2,3.8,17.32,17.32,3.2,50.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,1.2,2.2,3.2,0.2,0.8,0.03,0.05,0.2,0.0,1.2,0.2,0.03,0.22,0.2,2.18
0,0,4,0,4.8,172,0.02,0.05,0.03,2.33,252,2,0,0.7,1.2,2025-02-22,90,0,0,0,0,0,0,0,False,2,0,0,0,0,26,0,85898,1,1,2,1.0,1,-3709,4241,7950,4.8,False,0,0,1,0.0515087358653545,90,Aston Villa,Chelsea,2,1,26854,2024,708093,0.0,0,0,0,0.0515087358653545,0.5558287501335144,0.5558287501335144,Chelsea,3,4,26,1.5,DEF,0.0,0.02,0.02,0.0,0.83,0.0,0.0,2.1,7.8,13.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.11,0.0,0.0,1.0,0.0,0.0,0.11,0.11,1.5,0.0,0.1,0.1,0.0,0.63,0.5,0.0,4.15,13.5,27.8,0.0,42.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,2.5,1.0,0.0,0.0,0.0,0.12,0.0,0.0,2.0,0.0,0.0,0.15,0.11,2.9,0.0,0.06,0.07,0.01,1.17,1.0,0.0,3.2,12.87,18.8,0.33,52.33,0.0,0.0,0.0,0.0,0.33,0.0,0.67,0.67,2.67,1.0,0.0,0.33,0.01,0.08,0.0,0.0,1.33,0.0,0.01,0.12,0.09,3.1,0.0,0.06,0.08,0.02,1.03,1.0,0.0,3.68,13.7,20.75,2.25,58.25,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.75,2.75,2.25,0.0,0.75,0.02,0.09,0.25,0.0,1.5,0.0,0.02,0.29,0.26,2.33,0.0,0.07,0.1,0.03,0.87,1.0,0.2,4.2,18.84,19.86,3.2,53.4,0.0,0.0,0.0,0.0,0.2,0.0,0.6,1.0,2.6,3.2,0.2,0.8,0.03,0.08,0.2,0.0,1.4,0.2,0.03,0.24,0.22,2.24
