goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,0,90,GK,Leeds,Newcastle United,0,0,2025-08-30,28803,2025,735221,0.0,0,0,0,0,0.0,0.0
1,0,0,0,90,GK,Arsenal,Leeds,5,0,2025-08-23,28793,2025,733401,0.0,0,0,0,0,0.0,0.0
2,0,0,0,90,GK,Leeds,Everton,1,0,2025-08-18,28787,2025,732643,0.0,0,0,0,0,0.0902943685650825,0.0902943685650825
3,0,0,0,90,GK,Lyon,Angers,2,0,2025-05-17,28348,2024,727998,0.0,0,0,0,0,0.6670645475387573,0.6670645475387573
4,0,0,0,90,GK,Monaco,Lyon,2,0,2025-05-10,28344,2024,726130,0.0,0,0,0,0,0.1660167872905731,0.1660167872905731
5,0,0,0,90,GK,Lyon,Lens,1,2,2025-05-04,28330,2024,724843,0.0,0,0,0,0,0.1549720019102096,0.1549720019102096
6,0,0,0,90,GK,Lyon,Rennes,4,1,2025-04-26,28326,2024,722831,0.0,0,0,0,0,0.0,0.0
7,0,0,0,90,GK,Auxerre,Lyon,1,3,2025-04-13,28302,2024,719757,0.0,0,0,0,0,0.0,0.0
8,0,0,0,90,GK,Lyon,Lille,2,1,2025-04-05,28295,2024,717261,0.0,0,0,0,0,0.0,0.0
9,0,0,0,90,GK,Strasbourg,Lyon,4,2,2025-03-28,28285,2024,714505,0.0,0,0,0,0,0.3772468864917755,0.3772468864917755
10,0,0,0,90,GK,Lyon,Le Havre,4,2,2025-03-16,28277,2024,713776,0.0,0,0,0,0,0.6776732206344604,0.6776732206344604
11,0,0,0,90,GK,Nice,Lyon,0,2,2025-03-09,28268,2024,712409,0.0,0,0,0,0,0.0709593370556831,0.0709593370556831
12,0,0,0,90,GK,Lyon,Brest,2,1,2025-03-02,28257,2024,710320,0.0,0,0,0,0,0.3673909306526184,0.3673909306526184
13,0,0,0,90,GK,Lyon,Paris Saint Germain,2,3,2025-02-23,28254,2024,708871,0.0,0,0,0,0,0.081576757133007,0.081576757133007
14,0,0,0,90,GK,Montpellier,Lyon,1,4,2025-02-16,28239,2024,706751,0.0,0,0,0,0,0.6573334336280823,0.6573334336280823
15,0,0,0,90,GK,Lyon,Reims,4,0,2025-02-09,28234,2024,705086,0.0,0,0,0,0,0.1274003833532333,0.1274003833532333
16,0,0,0,90,GK,Marseille,Lyon,3,2,2025-02-02,28219,2024,704358,0.0141381025314331,0,1,0,0,0.0141381025314331,0.0
17,0,0,0,90,GK,Nantes,Lyon,1,1,2025-01-26,28218,2024,702219,0.0,0,0,0,0,0.0518531203269958,0.0518531203269958
18,0,0,0,90,GK,Lyon,Toulouse,0,0,2025-01-18,28204,2024,700351,0.0,0,0,0,0,0.0,0.0
19,0,0,0,90,GK,Brest,Lyon,2,1,2025-01-11,28198,2024,698275,0.0,0,0,0,0,0.0,0.0
20,0,0,0,90,GK,Lyon,Montpellier,1,0,2025-01-04,28184,2024,697457,0.0,0,0,0,0,0.0506388656795024,0.0506388656795024
21,0,0,0,90,GK,Paris Saint Germain,Lyon,3,1,2024-12-15,28182,2024,694752,0.0,0,0,0,0,0.0,0.0
22,0,0,0,90,GK,Angers,Lyon,0,3,2024-12-07,28168,2024,692574,0.0,0,0,0,0,0.0470360070466995,0.0470360070466995
23,0,0,0,90,GK,Lyon,Nice,4,1,2024-12-01,28163,2024,690949,0.0,0,0,0,0,0.0570034421980381,0.0570034421980381
24,0,0,0,90,GK,Reims,Lyon,1,1,2024-11-23,28155,2024,688867,0.0,0,0,0,0,0.8163242340087891,0.8163242340087891
25,0,0,0,90,GK,Lyon,Saint-Etienne,1,0,2024-11-10,28145,2024,687767,0.0,0,0,0,0,0.0,0.0
26,0,0,0,90,GK,Lille,Lyon,1,1,2024-11-01,28136,2024,684608,0.0,0,0,0,0,0.0912956818938255,0.0912956818938255
27,0,0,0,90,GK,Lyon,Auxerre,2,2,2024-10-27,28126,2024,683632,0.0,0,0,0,0,0.3326750099658966,0.3326750099658966
28,0,0,0,90,GK,Le Havre,Lyon,0,4,2024-10-20,28115,2024,681858,0.0,0,0,0,0,0.4031078815460205,0.4031078815460205
29,0,0,0,90,GK,Lyon,Nantes,2,0,2024-10-06,28102,2024,680103,0.0,0,0,0,0,0.1992003619670868,0.1992003619670868
30,0,0,0,90,GK,Toulouse,Lyon,1,2,2024-09-29,28099,2024,678407,0.0,0,0,0,0,0.0526767633855342,0.0526767633855342
31,0,0,0,90,GK,Lyon,Marseille,2,3,2024-09-22,28084,2024,676772,0.0,0,0,0,0,0.0628357902169227,0.0628357902169227
32,0,0,0,90,GK,Lens,Lyon,0,0,2024-09-15,28078,2024,674786,0.0,0,0,0,0,0.0405871234834194,0.0405871234834194
33,0,0,0,90,GK,Lyon,Strasbourg,4,3,2024-08-30,28066,2024,671447,0.0,0,0,0,0,0.0,0.0
34,0,0,0,90,GK,Lyon,Monaco,0,2,2024-08-24,28058,2024,668166,0.0,0,0,0,0,0.0,0.0
35,0,0,0,90,GK,Rennes,Lyon,3,0,2024-08-18,28056,2024,667239,0.0,0,0,0,0,0.0510935485363006,0.0510935485363006
