assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_2,expected_assists_2,expected_goal_involvements_2,expected_goals_2,expected_goals_conceded_2,goals_conceded_2,goals_scored_2,ict_index_2,influence_2,creativity_2,threat_2,minutes_2,own_goals_2,penalties_missed_2,penalties_saved_2,red_cards_2,yellow_cards_2,saves_2,starts_2,team_a_score_2,team_h_score_2,total_points_2,goals_2,shots_2,xG_2,xA_2,assists_x_2,assists_y_2,key_passes_2,npg_2,npxG_2,xGChain_2,xGBuildup_2,xP_2,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_4,expected_assists_4,expected_goal_involvements_4,expected_goals_4,expected_goals_conceded_4,goals_conceded_4,goals_scored_4,ict_index_4,influence_4,creativity_4,threat_4,minutes_4,own_goals_4,penalties_missed_4,penalties_saved_4,red_cards_4,yellow_cards_4,saves_4,starts_4,team_a_score_4,team_h_score_4,total_points_4,goals_4,shots_4,xG_4,xA_4,assists_x_4,assists_y_4,key_passes_4,npg_4,npxG_4,xGChain_4,xGBuildup_4,xP_4,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
0,0,3,0,0.8,583,0.01,0.01,0.0,0.78,23,1,0,0.4,3.4,2022-08-20,6,8,0,0,0,0,3,0,4074,0,1,1,0.0,1,2836,3557,721,4.5,False,0,0,0,0.0,5,Everton,Nottingham Forest,1,1,18224,2022,542365,0.0,0,0,0,0.0,0.0786510035395622,0.0786510035395622,Nottingham Forest,2,2,3,0.6,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.6629266012155213
0,0,-2,0,0.6,583,0.0,0.0,0.0,0.84,38,1,0,0.3,0.2,2022-08-28,15,18,0,0,0,0,4,0,5235,0,2,0,2.0,0,517,1904,1387,4.5,True,1,0,0,0.0,14,Nottingham Forest,Tottenham,0,2,18241,2022,545399,0.0854300037026405,0,1,0,0.0,0.1041390001773834,0.1041390001773834,Nottingham Forest,3,2,4,-0.5,MID,0.0,0.01,0.01,0.0,0.78,1.0,0.0,0.4,3.4,0.8,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161.0,0.15709510786994835
0,0,7,0,0.1,583,0.0,0.0,0.0,2.85,49,5,0,0.5,5.0,2022-08-31,78,13,0,0,0,0,5,0,5744,1,0,6,0.0,2,114,1123,1009,4.5,False,0,0,0,0.0,80,Manchester City,Nottingham Forest,6,0,18246,2022,546328,0.0,0,0,0,0.0,0.0407165996730327,0.0407165996730327,Nottingham Forest,2,5,5,-0.5,MID,0.0,0.0,0.0,0.0,0.84,1.0,0.0,0.3,0.2,0.6,2.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,1.0,0.0,0.0,0.1,0.1,-0.5,0.0,0.0,0.0,0.0,0.81,1.0,0.0,0.35,1.8,0.7,1.0,10.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.5,0.5,0.5,0.0,0.0,0.0,0.04,0.0,0.0,0.5,0.0,0.0,0.09,0.09,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.0,0.05347091932457786
0,2,32,0,2.3,583,0.03,0.21,0.18,0.39,58,2,1,5.8,38.6,2022-09-03,75,3,0,0,0,0,6,0,7963,1,3,2,17.0,9,1443,2584,1141,4.5,True,0,1,1,0.0661391988396644,81,Nottingham Forest,Bournemouth,2,3,18254,2022,547131,0.0,0,0,1,0.0661391988396644,0.1544360071420669,0.1544360071420669,Nottingham Forest,2,2,6,3.0,MID,0.0,0.0,0.0,0.0,2.85,5.0,0.0,0.5,5.0,0.1,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,-0.5,0.0,0.0,0.0,0.0,1.85,3.0,0.0,0.4,2.6,0.35,1.0,46.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,3.0,1.0,0.0,0.0,0.0,0.04,0.0,0.0,0.5,0.0,0.0,0.07,0.07,-0.5,0.0,0.0,0.0,0.0,1.49,2.33,0.0,0.4,2.87,0.5,0.67,33.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,1.0,2.33,1.0,0.0,0.0,0.0,0.03,0.0,0.0,0.33,0.0,0.0,0.07,0.07,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2219.0,0.38738255033557045
0,0,3,0,0.6,583,0.01,0.01,0.0,0.92,86,3,0,0.3,2.8,2022-10-03,45,10,0,0,0,0,9,0,29551,1,0,4,0.0,0,-304,4333,4637,4.5,False,1,0,0,0.0,47,Leicester,Nottingham Forest,4,0,18287,2022,553619,0.0,0,0,0,0.0,0.0,0.0,Nottingham Forest,2,3,9,-0.5,MID,0.0,0.03,0.21,0.18,0.39,2.0,1.0,5.8,38.6,2.3,17.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,9.0,1.0,1.0,0.07,0.0,0.0,0.0,0.0,1.0,0.07,0.15,0.15,3.0,0.0,0.02,0.1,0.09,1.62,3.5,0.5,3.15,21.8,1.2,8.5,76.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,4.0,5.5,0.5,0.5,0.03,0.0,0.0,0.0,0.0,0.5,0.03,0.1,0.1,1.25,0.0,0.01,0.07,0.06,1.36,2.67,0.33,2.2,14.6,1.0,6.33,56.0,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.67,2.67,3.67,0.33,0.33,0.02,0.03,0.0,0.0,0.33,0.33,0.02,0.1,0.1,0.67,0.0,0.01,0.06,0.04,1.22,2.25,0.25,1.75,11.8,0.95,4.75,43.5,0.0,0.0,0.0,0.0,0.25,0.0,0.5,1.5,2.25,3.0,0.25,0.25,0.02,0.02,0.0,0.0,0.25,0.25,0.02,0.09,0.09,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21588.0,-0.0338907469342252
0,0,10,0,1.3,583,0.01,0.1,0.09,0.69,99,1,0,4.5,19.8,2022-10-10,90,2,0,0,0,0,10,0,26908,1,1,1,24.0,2,-2720,1636,4356,4.5,True,0,0,2,0.0500391982495784,90,Nottingham Forest,Aston Villa,1,1,18300,2022,555419,0.0,0,0,0,0.0500391982495784,0.1018979996442794,0.051858801394701,Nottingham Forest,2,2,10,0.2,MID,0.0,0.01,0.01,0.0,0.92,3.0,0.0,0.3,2.8,0.6,0.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.02,0.11,0.09,0.66,2.5,0.5,3.05,20.7,1.45,8.5,60.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.5,3.0,4.5,0.5,0.5,0.03,0.0,0.0,0.0,0.0,0.5,0.03,0.08,0.08,1.25,0.0,0.01,0.07,0.06,1.39,3.33,0.33,2.2,15.47,1.0,5.67,66.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.0,4.0,3.67,0.33,0.33,0.02,0.0,0.0,0.0,0.0,0.33,0.02,0.07,0.07,0.67,0.0,0.01,0.06,0.04,1.25,2.75,0.25,1.72,11.65,0.9,4.75,53.25,0.0,0.0,0.0,0.0,0.5,0.0,0.75,1.25,3.0,2.75,0.25,0.25,0.02,0.02,0.0,0.0,0.25,0.25,0.02,0.07,0.07,0.38,0.0,0.01,0.05,0.04,1.16,2.4,0.2,1.46,10.0,0.88,3.8,43.8,0.0,0.0,0.0,0.0,0.4,0.0,0.6,1.2,2.6,2.4,0.2,0.2,0.01,0.02,0.0,0.0,0.2,0.2,0.01,0.08,0.08,0.42,-2643.0,-0.4539385847797063
0,0,5,0,1.3,583,0.0,0.0,0.0,1.31,110,1,0,1.8,9.4,2022-10-15,69,20,0,0,0,0,11,0,25329,1,0,1,7.0,2,-1804,972,2776,4.5,False,0,0,1,0.0084209395572543,71,Wolverhampton Wanderers,Nottingham Forest,1,0,18311,2022,555950,0.0,0,0,0,0.0084209395572543,0.0084209395572543,0.0,Nottingham Forest,2,2,11,0.8,MID,0.0,0.01,0.1,0.09,0.69,1.0,0.0,4.5,19.8,1.3,24.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.05,0.2,0.0,0.01,0.06,0.04,0.8,2.0,0.0,2.4,11.3,0.95,12.0,67.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,2.5,1.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.03,-0.15,0.0,0.02,0.11,0.09,0.67,2.0,0.33,3.53,20.4,1.4,13.67,70.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.33,2.33,3.67,0.33,1.0,0.04,0.0,0.0,0.0,0.0,0.33,0.04,0.09,0.07,0.9,0.0,0.01,0.08,0.07,1.21,2.75,0.25,2.78,16.55,1.08,10.25,72.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,1.0,3.25,3.25,0.25,0.75,0.03,0.0,0.0,0.0,0.0,0.25,0.03,0.07,0.06,0.55,0.0,0.01,0.06,0.05,1.14,2.4,0.2,2.28,13.28,0.98,8.6,60.6,0.0,0.0,0.0,0.0,0.4,0.0,0.8,1.2,2.6,2.6,0.2,0.6,0.02,0.02,0.0,0.0,0.2,0.2,0.02,0.08,0.07,0.34,-1579.0,-0.4813233724653148
0,0,6,0,10.5,583,0.02,0.02,0.0,0.32,114,0,0,1.7,6.2,2022-10-18,29,5,0,0,0,0,12,0,23858,0,0,0,0.0,1,-868,813,1681,4.5,False,0,0,0,0.0,28,Brighton,Nottingham Forest,0,0,18315,2022,557334,0.07758329808712,0,1,0,0.0,0.07758329808712,0.07758329808712,Nottingham Forest,2,3,12,0.0,MID,0.0,0.0,0.0,0.0,1.31,1.0,0.0,1.8,9.4,1.3,7.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.8,0.0,0.0,0.05,0.04,1.0,1.0,0.0,3.15,14.6,1.3,15.5,79.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,0.0,1.5,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.03,0.5,0.0,0.01,0.04,0.03,0.97,1.67,0.0,2.2,10.67,1.07,10.33,68.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.33,2.0,1.33,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.02,0.17,0.0,0.01,0.08,0.07,0.83,1.75,0.25,3.1,17.65,1.37,12.0,69.75,0.0,0.0,0.0,0.0,0.25,0.0,1.0,1.0,2.0,3.25,0.25,1.0,0.03,0.0,0.0,0.0,0.0,0.25,0.03,0.07,0.05,0.88,0.0,0.01,0.06,0.05,1.23,2.4,0.2,2.58,15.12,1.12,9.6,71.4,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.8,2.8,3.0,0.2,0.8,0.02,0.0,0.0,0.0,0.0,0.2,0.02,0.06,0.05,0.6,-1471.0,-0.3480352846832398
0,0,19,1,31.4,583,0.09,0.15,0.06,1.14,126,0,0,6.2,16.0,2022-10-22,79,12,0,0,0,0,13,0,24193,1,0,1,15.0,3,-575,1286,1861,4.5,True,0,0,1,0.0475489012897014,81,Nottingham Forest,Liverpool,1,0,18327,2022,557959,0.6520490050315857,0,3,0,0.0475489012897014,0.6995980143547058,0.5581650137901306,Nottingham Forest,4,2,13,0.1,MID,0.0,0.02,0.02,0.0,0.32,0.0,0.0,1.7,6.2,10.5,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08,0.0,0.0,1.0,0.0,0.0,0.08,0.08,0.0,0.0,0.01,0.01,0.0,0.82,0.5,0.0,1.75,7.8,5.9,3.5,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.5,0.0,0.5,0.0,0.04,0.0,0.0,0.5,0.0,0.0,0.04,0.04,0.4,0.0,0.01,0.04,0.03,0.77,0.67,0.0,2.67,11.8,4.37,10.33,62.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.67,1.67,0.0,1.0,0.02,0.03,0.0,0.0,0.33,0.0,0.02,0.06,0.04,0.33,0.0,0.01,0.03,0.02,0.81,1.25,0.0,2.08,9.55,3.42,7.75,58.25,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.25,1.5,1.25,0.0,0.75,0.01,0.02,0.0,0.0,0.25,0.0,0.01,0.05,0.03,0.12,0.0,0.01,0.07,0.05,0.73,1.4,0.2,2.82,15.36,3.2,9.6,61.6,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.8,1.6,2.8,0.2,0.8,0.02,0.02,0.0,0.0,0.2,0.2,0.02,0.07,0.06,0.7,335.0,-0.182713695583095
0,0,14,0,0.3,583,0.0,0.0,0.0,2.08,131,5,0,1.4,9.8,2022-10-30,80,1,0,0,0,0,14,0,22987,1,0,5,4.0,2,-1358,1199,2557,4.5,False,0,0,0,0.0,83,Arsenal,Nottingham Forest,5,0,18332,2022,560767,0.0,0,0,0,0.0,0.0,0.0,Nottingham Forest,2,4,14,0.7,MID,1.0,0.09,0.15,0.06,1.14,0.0,0.0,6.2,16.0,31.4,15.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.05,0.65,0.0,0.0,3.0,0.0,0.05,0.7,0.56,0.1,0.5,0.06,0.08,0.03,0.73,0.0,0.0,3.95,11.1,20.95,7.5,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,2.0,0.0,0.5,0.02,0.36,0.0,0.0,2.0,0.0,0.02,0.39,0.32,0.05,0.33,0.04,0.06,0.02,0.92,0.33,0.0,3.23,10.53,14.4,7.33,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,2.0,0.0,0.67,0.02,0.24,0.0,0.0,1.33,0.0,0.02,0.26,0.21,0.3,0.25,0.03,0.07,0.04,0.86,0.5,0.0,3.55,12.85,11.12,11.5,66.75,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.75,2.0,0.0,1.0,0.03,0.18,0.0,0.0,1.0,0.0,0.03,0.22,0.17,0.28,0.2,0.03,0.06,0.03,0.88,1.0,0.0,2.9,10.84,9.02,9.2,62.4,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.2,1.4,1.6,0.0,0.8,0.02,0.15,0.0,0.0,0.8,0.0,0.02,0.18,0.14,0.12,-1206.0,-0.3615548455804047
