assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5,ownership_change,percenatge_net_transfers,pts_bps,whh,whd,wha
0.0,0.0,5.0,1.0,14.8,385.0,0.11,0.11,0.0,0.44,1.0,0.0,0.0,2.7,4.6,2024-08-16,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,9.0,0.0,0.0,0.0,0.0,1.0,0.0,410469.0,1.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,7.0,True,0.0,385.0,0.0,0.0,0.0,90.0,Manchester United,Fulham,1.0,0.0,26602.0,2024.0,666178.0,0.3805783987045288,0.0,1.0,0.0,0.0,0.505109965801239,0.1245315670967102,556.0,Manchester United,3.0,3.0,1.0,2.5,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.58,0.228,0.192
0.0,0.0,4.0,0.0,7.3,385.0,0.01,0.01,0.0,1.33,13.0,1.0,0.0,1.1,0.0,2024-08-24,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.0,0.0,0.0,0.0,0.0,2.0,0.0,412866.0,1.0,1.0,2.0,4.0,2.0,-33984.0,21693.0,55677.0,7.0,False,0.0,385.0,0.0,0.0,0.0,66.0,Brighton,Manchester United,2.0,1.0,26612.0,2024.0,667717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0,Manchester United,3.0,3.0,2.0,2.5,MID,1.0,0.11,0.11,0.0,0.44,0.0,0.0,2.7,4.6,14.8,8.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.38,0.0,1.0,0.0,0.0,0.51,0.12,2.5,410469.0,1.0,0.11,0.11,0.0,0.44,0.0,0.0,2.7,4.6,14.8,8.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.38,0.0,1.0,0.0,0.0,0.51,0.12,2.5,410469.0,2397.0,-0.4392400155098875,2.0,0.384,0.26,0.356
0.0,0.0,18.0,0.0,33.0,385.0,0.59,0.59,0.0,1.73,27.0,3.0,0.0,5.4,12.8,2024-09-01,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,12.0,0.0,0.0,0.0,0.0,3.0,0.0,313798.0,1.0,3.0,0.0,8.0,2.0,-106841.0,10846.0,117687.0,6.9,True,0.0,385.0,0.0,0.0,0.0,90.0,Manchester United,Liverpool,0.0,3.0,26631.0,2024.0,672621.0,0.9978411197662354,0.0,2.0,0.0,0.0,1.0152345895767212,0.5418434739112854,556.0,Manchester United,5.0,3.0,3.0,1.8,MID,1.0,0.12,0.12,0.0,1.77,1.0,0.0,3.8,4.6,22.1,12.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.38,0.0,1.0,0.0,0.0,0.51,0.12,5.0,823335.0,1.0,0.12,0.12,0.0,1.77,1.0,0.0,3.8,4.6,22.1,12.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.38,0.0,1.0,0.0,0.0,0.51,0.12,5.0,823335.0,-99068.0,-0.8312340021628687,2.0,0.253,0.229,0.519
0.0,0.0,28.0,1.0,14.1,385.0,0.01,0.41,0.4,1.12,38.0,0.0,1.0,9.5,42.8,2024-09-14,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,17.0,0.0,0.0,0.0,0.0,4.0,0.0,289386.0,1.0,3.0,0.0,38.0,8.0,-36179.0,23824.0,60003.0,6.9,False,0.0,385.0,1.0,4.0,0.2599236965179443,77.0,Southampton,Manchester United,0.0,3.0,26632.0,2024.0,673381.0,0.0183580685406923,0.0,1.0,1.0,0.2599236965179443,0.9512239098548888,0.7125238180160522,556.0,Manchester United,3.0,2.0,4.0,4.5,MID,1.0,0.71,0.71,0.0,3.5,4.0,0.0,9.2,17.4,55.1,20.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,7.0,0.0,0.0,0.0,1.38,0.0,3.0,0.0,0.0,1.52,0.67,6.8,1137133.0,1.0,0.71,0.71,0.0,3.5,4.0,0.0,9.2,17.4,55.1,20.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,7.0,0.0,0.0,0.0,1.38,0.0,3.0,0.0,0.0,1.52,0.67,6.8,1137133.0,-24412.0,-0.4315912534147709,8.0,0.201,0.252,0.547
0.0,0.0,4.0,0.0,1.7,385.0,0.05,0.05,0.0,0.84,43.0,0.0,0.0,0.4,2.2,2024-09-21,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,7.0,0.0,0.0,0.0,0.0,5.0,0.0,405441.0,0.0,0.0,0.0,0.0,1.0,101097.0,118652.0,17555.0,6.9,False,0.0,385.0,0.0,0.0,0.0,29.0,Crystal Palace,Manchester United,0.0,0.0,26649.0,2024.0,675955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0,Manchester United,3.0,3.0,5.0,3.7,MID,1.0,0.61,1.01,0.4,4.18,4.0,1.0,16.0,55.6,54.4,50.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,12.0,1.0,4.0,0.26,1.02,0.0,3.0,1.0,0.26,1.97,1.25,8.8,1016050.0,2.0,0.72,1.12,0.4,4.62,4.0,1.0,18.7,60.2,69.2,58.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,15.0,1.0,4.0,0.26,1.4,0.0,4.0,1.0,0.26,2.47,1.38,11.3,1426519.0,116055.0,0.7422305755210818,1.0,0.332,0.266,0.402
0.0,0.0,12.0,0.0,23.5,385.0,0.05,0.05,0.0,2.86,57.0,2.0,0.0,4.2,14.0,2024-09-29,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,18.0,0.0,0.0,0.0,0.0,6.0,0.0,360701.0,1.0,3.0,0.0,4.0,2.0,-42506.0,24148.0,66654.0,6.9,True,0.0,385.0,0.0,0.0,0.0,78.0,Manchester United,Tottenham,0.0,3.0,26660.0,2024.0,678651.0,0.0529291778802871,0.0,1.0,0.0,0.0,0.1507856994867324,0.1507856994867324,556.0,Manchester United,3.0,3.0,6.0,3.2,MID,1.0,0.65,1.05,0.4,3.69,3.0,1.0,15.3,57.8,48.8,46.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,11.0,1.0,4.0,0.26,1.02,0.0,3.0,1.0,0.26,1.97,1.25,10.0,1008625.0,2.0,0.77,1.17,0.4,5.46,4.0,1.0,19.1,62.4,70.9,58.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,16.0,1.0,4.0,0.26,1.4,0.0,4.0,1.0,0.26,2.47,1.38,15.0,1831960.0,-44740.0,-0.4681174423470848,2.0,0.415,0.238,0.347
0.0,0.0,7.0,1.0,11.5,385.0,0.01,0.19,0.18,0.28,62.0,0.0,0.0,4.6,6.8,2024-10-06,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,0.0,0.0,0.0,0.0,7.0,0.0,319756.0,1.0,0.0,0.0,28.0,2.0,-45739.0,13357.0,59096.0,6.9,False,1.0,385.0,0.0,2.0,0.2084538638591766,67.0,Aston Villa,Manchester United,0.0,0.0,26670.0,2024.0,680096.0,0.0228858683258295,0.0,1.0,0.0,0.2084538638591766,0.2455622851848602,0.0142225567251443,556.0,Manchester United,3.0,3.0,7.0,3.2,MID,1.0,0.11,0.51,0.4,4.82,2.0,1.0,14.1,59.0,39.3,42.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,11.0,1.0,4.0,0.26,0.07,0.0,2.0,1.0,0.26,1.1,0.86,11.4,1055528.0,1.0,0.71,1.11,0.4,7.88,6.0,1.0,20.6,71.8,79.6,54.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,2.0,15.0,1.0,4.0,0.26,1.07,0.0,4.0,1.0,0.26,2.12,1.41,15.7,1782192.0,-40945.0,-0.6312920099926849,2.0,0.434,0.258,0.308
1.0,1.0,27.0,0.0,56.5,385.0,0.35,0.42,0.07,0.86,75.0,1.0,0.0,11.0,33.4,2024-10-19,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,4.0,0.0,0.0,0.0,0.0,8.0,0.0,335811.0,1.0,1.0,2.0,20.0,6.0,7733.0,34049.0,26316.0,6.9,True,0.0,385.0,0.0,2.0,0.1345402002334594,90.0,Manchester United,Brentford,2.0,1.0,26675.0,2024.0,681295.0,0.387787401676178,1.0,3.0,0.0,0.1345402002334594,0.923031747341156,0.4007041156291961,556.0,Manchester United,2.0,3.0,8.0,3.3,MID,1.0,0.11,0.29,0.18,3.98,2.0,0.0,9.2,23.0,36.7,32.0,164.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,5.0,0.0,2.0,0.21,0.08,0.0,2.0,0.0,0.21,0.4,0.17,10.1,1085898.0,2.0,0.71,1.29,0.58,6.83,5.0,1.0,24.1,78.6,83.8,78.0,326.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,9.0,0.0,15.0,1.0,6.0,0.47,1.09,0.0,5.0,1.0,0.47,2.36,1.42,16.4,1689082.0,16055.0,0.1281040337944173,5.0,0.561,0.227,0.212
0.0,0.0,4.0,0.0,21.8,385.0,0.02,0.02,0.0,0.13,90.0,0.0,0.0,2.9,4.8,2024-10-27,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,19.0,0.0,0.0,0.0,0.0,9.0,0.0,346907.0,1.0,1.0,2.0,2.0,1.0,8950.0,25367.0,16417.0,6.9,False,0.0,385.0,0.0,0.0,0.0,62.0,West Ham,Manchester United,2.0,1.0,26690.0,2024.0,683471.0,0.0363263711333274,0.0,1.0,0.0,0.0,0.364836573600769,0.364836573600769,556.0,Manchester United,3.0,2.0,9.0,2.8,MID,1.0,0.41,0.66,0.25,4.0,3.0,0.0,19.8,54.2,91.5,52.0,225.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,2.0,10.0,0.0,4.0,0.34,0.46,1.0,5.0,0.0,0.34,1.32,0.57,9.7,1016268.0,2.0,0.47,1.12,0.65,5.96,3.0,1.0,29.7,99.2,107.3,90.0,326.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,2.0,19.0,1.0,8.0,0.6,0.48,1.0,6.0,1.0,0.6,2.27,1.28,17.9,1711095.0,11096.0,0.2141968217499521,1.0,0.331,0.254,0.415
0.0,0.0,-5.0,1.0,3.8,385.0,0.01,0.24,0.23,0.92,95.0,0.0,0.0,1.9,0.0,2024-11-03,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6.0,0.0,0.0,0.0,0.0,10.0,0.0,341175.0,1.0,1.0,1.0,15.0,2.0,-7454.0,24832.0,32286.0,6.9,True,1.0,385.0,0.0,2.0,0.2727145254611969,75.0,Manchester United,Chelsea,1.0,1.0,26697.0,2024.0,685864.0,0.0,0.0,0.0,0.0,0.2727145254611969,0.2995056211948395,0.0480085611343383,556.0,Manchester United,4.0,3.0,10.0,2.5,MID,1.0,0.38,0.63,0.25,1.27,1.0,0.0,18.5,45.0,89.8,50.0,211.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,9.0,0.0,4.0,0.34,0.45,1.0,5.0,0.0,0.34,1.53,0.78,9.3,1002474.0,1.0,0.48,0.73,0.25,4.97,3.0,0.0,23.1,61.2,115.0,54.0,312.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,4.0,12.0,0.0,4.0,0.34,0.5,1.0,6.0,0.0,0.34,1.68,0.93,16.2,1768616.0,-5732.0,-0.1305017682691971,2.0,0.367,0.251,0.382
