assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,9,0,16.3,224,0.26,0.4,0.14,1.36,3,2,0,5.8,9.8,2024-08-17,84,0,0,0,0,0,0,0,False,5,0,0,0,0,1,0,15242,1,3,0,32.0,2,0,0,0,55,True,0,224,,,0,3,0.1603580862283706,89,AMR,Everton,Brighton,0,3,26605,2024,666332,0.1128760799765586,0,1,0,0.1603580862283706,0.2732341587543487,0.0,8720,Everton,Jack Harrison,Jack Harrison,MID,3,3,1
0,0,1,0,0.3,224,0.0,0.54,0.54,1.66,19,2,0,1.0,0.0,2024-08-24,56,0,0,0,0,0,0,0,False,18,0,0,0,0,2,0,16267,1,0,4,12.0,1,-1536,972,2508,55,False,0,224,,,0,2,0.2105863839387893,60,AMR,Tottenham,Everton,4,0,26617,2024,667998,0.0,0,0,0,0.2105863839387893,0.0885984823107719,0.0,8720,Everton,Jack Harrison,Jack Harrison,MID,3,3,2
0,0,26,0,59.7,224,0.16,0.27,0.11,2.22,24,3,0,9.7,25.4,2024-08-31,90,0,0,0,0,0,0,0,False,3,0,0,0,0,3,0,15886,1,3,2,12.0,2,-1432,1538,2970,55,True,0,224,,,0,2,0.0679384991526603,90,AMR,Everton,Bournemouth,2,3,26624,2024,671758,0.6736250519752502,0,5,0,0.0679384991526603,0.8614973425865173,0.236273318529129,8720,Everton,Jack Harrison,Jack Harrison,MID,3,3,3
0,0,9,0,1.9,224,0.05,0.05,0.0,1.4,31,2,0,1.2,6.2,2024-09-14,63,0,0,0,0,0,0,0,False,2,0,0,0,0,4,0,14497,1,2,3,4.0,2,-2017,744,2761,54,False,0,224,,,0,0,0.0,71,AMR,Aston Villa,Everton,3,2,26638,2024,673944,0.0,0,0,0,0.0,0.0,0.0,8720,Everton,Jack Harrison,Jack Harrison,MID,3,4,4
0,0,2,0,10.5,224,0.01,0.01,0.0,0.47,45,1,0,1.9,6.2,2024-09-21,29,0,0,0,0,0,0,0,False,11,0,0,0,0,5,0,13351,0,1,1,2.0,1,-1331,493,1824,54,False,0,224,,,0,0,0.0,25,Sub,Leicester,Everton,1,1,26644,2024,675682,0.0167871005833148,0,1,0,0.0,0.0167871005833148,0.0,8720,Everton,Jack Harrison,Jack Harrison,MID,3,1,5
1,0,9,0,2.3,224,0.0,0.0,0.0,0.4,55,0,0,0.5,2.4,2024-09-28,45,0,0,0,0,0,0,0,False,7,0,0,0,0,6,0,12650,0,1,2,0.0,4,-887,505,1392,53,True,0,224,,,0,0,0.0,43,Sub,Everton,Crystal Palace,2,1,26654,2024,677817,0.0,0,0,0,0.0,0.0,0.0,8720,Everton,Jack Harrison,Jack Harrison,MID,3,3,6
0,0,4,1,3.8,224,0.02,0.02,0.0,1.66,67,0,0,1.6,3.8,2024-10-05,67,0,0,0,0,0,0,0,False,15,0,0,0,0,7,0,12858,1,0,0,8.0,3,-69,913,982,53,True,0,224,,,0,0,0.0,74,AMR,Everton,Newcastle United,0,0,26669,2024,679735,0.0,0,0,0,0.0,0.0185160990804433,0.0185160990804433,8720,Everton,Jack Harrison,Jack Harrison,MID,4,3,7
0,0,15,1,14.9,224,0.21,0.21,0.0,1.25,73,0,0,4.6,16.8,2024-10-19,90,0,0,0,0,0,0,0,False,10,0,0,0,0,8,0,14264,1,2,0,14.0,3,1031,1806,775,53,False,0,224,,,0,0,0.0,90,AMR,Ipswich,Everton,0,2,26674,2024,681435,0.4238699972629547,0,1,0,0.0,0.5350488424301147,0.1111788228154182,8720,Everton,Jack Harrison,Jack Harrison,MID,3,2,8
0,0,2,0,14.8,224,0.13,0.19,0.06,1.11,87,1,0,2.0,0.0,2024-10-26,67,0,0,0,0,0,0,0,False,9,0,0,0,0,9,0,14422,1,1,1,6.0,2,68,1087,1019,53,True,0,224,,,0,1,0.0473298951983451,69,AMR,Everton,Fulham,1,1,26687,2024,683150,0.1139530315995216,0,1,0,0.0473298951983451,0.2116857767105102,0.0504028461873531,8720,Everton,Jack Harrison,Jack Harrison,MID,3,3,9
0,0,-3,0,0.5,224,0.0,0.33,0.33,0.32,98,1,0,0.2,0.0,2024-11-02,28,0,0,0,0,0,0,0,False,17,0,0,0,0,10,0,16755,0,0,1,5.0,1,1953,3038,1085,53,False,0,224,,,0,2,0.3445189297199249,25,Sub,Southampton,Everton,1,0,26699,2024,685141,0.0,0,0,0,0.3445189297199249,0.3260747790336609,0.0,8720,Everton,Jack Harrison,Jack Harrison,MID,3,1,10
