assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event,xP,position
0.0,0.0,10.0,0.0,15.1,94.0,0.03,0.1,0.07,0.5,8.0,1.0,0.0,3.1,11.2,2024-08-18,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,7.0,0.0,0.0,0.0,0.0,1.0,0.0,16717.0,1.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,50.0,True,0.0,94.0,0.0,2.0,0.0615095645189285,77.0,Brentford,Crystal Palace,2.0,1.0,26609.0,2024.0,666800.0,0.0112950010225176,0.0,1.0,0.0,0.0615095645189285,0.0964313894510269,0.0740582570433616,9680.0,Brentford,3.0,3.0,1.0,1.6,MID
0.0,0.0,10.0,0.0,1.3,94.0,0.01,0.01,0.0,2.52,16.0,2.0,0.0,0.8,4.2,2024-08-25,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,12.0,0.0,0.0,0.0,0.0,2.0,0.0,15913.0,1.0,0.0,2.0,2.0,2.0,-1499.0,337.0,1836.0,50.0,False,0.0,94.0,0.0,0.0,0.0,75.0,Liverpool,Brentford,2.0,0.0,26621.0,2024.0,668970.0,0.0,0.0,0.0,0.0,0.0,0.0465568825602531,0.0465568825602531,9680.0,Brentford,2.0,5.0,2.0,1.5,MID
0.0,0.0,14.0,1.0,17.1,94.0,0.11,0.11,0.0,1.04,22.0,0.0,0.0,2.5,7.8,2024-08-31,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,17.0,0.0,0.0,0.0,0.0,3.0,0.0,15088.0,1.0,1.0,3.0,0.0,3.0,-1290.0,1064.0,2354.0,50.0,True,0.0,94.0,0.0,0.0,0.0,78.0,Brentford,Southampton,3.0,1.0,26623.0,2024.0,671725.0,0.0362554118037223,0.0,1.0,0.0,0.0,0.7010065913200378,0.6647511720657349,9680.0,Brentford,2.0,3.0,3.0,2.8,MID
0.0,0.0,12.0,0.0,2.8,94.0,0.04,0.04,0.0,1.08,37.0,2.0,0.0,0.7,3.8,2024-09-14,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,13.0,0.0,0.0,0.0,0.0,4.0,0.0,18917.0,1.0,1.0,2.0,0.0,2.0,2721.0,6483.0,3762.0,49.0,False,0.0,94.0,0.0,0.0,0.0,77.0,Manchester City,Brentford,2.0,1.0,26637.0,2024.0,673696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9680.0,Brentford,2.0,4.0,4.0,1.2,MID
0.0,0.0,14.0,0.0,4.5,94.0,0.01,0.01,0.0,3.52,49.0,3.0,0.0,1.6,11.4,2024-09-21,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,18.0,0.0,0.0,0.0,0.0,5.0,0.0,22196.0,1.0,1.0,3.0,0.0,2.0,2935.0,5046.0,2111.0,49.0,False,0.0,94.0,0.0,0.0,0.0,90.0,Tottenham,Brentford,3.0,1.0,26648.0,2024.0,675799.0,0.0,0.0,0.0,0.0,0.0,0.0153518551960587,0.0153518551960587,9680.0,Brentford,2.0,3.0,5.0,2.2,MID
0.0,0.0,13.0,0.0,3.6,94.0,0.03,0.03,0.0,0.99,53.0,1.0,0.0,1.8,12.0,2024-09-28,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,19.0,0.0,0.0,0.0,0.0,6.0,0.0,22338.0,1.0,1.0,1.0,2.0,2.0,-7.0,2828.0,2835.0,49.0,True,0.0,94.0,0.0,0.0,0.0,90.0,Brentford,West Ham,1.0,1.0,26656.0,2024.0,677870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9680.0,Brentford,2.0,3.0,6.0,2.0,MID
1.0,0.0,32.0,0.0,31.1,94.0,0.16,0.26,0.1,1.05,63.0,3.0,0.0,8.6,37.2,2024-10-05,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,20.0,0.0,0.0,0.0,0.0,7.0,0.0,21972.0,1.0,3.0,5.0,18.0,4.0,-607.0,2141.0,2748.0,49.0,True,1.0,94.0,0.0,2.0,0.0652312189340591,90.0,Brentford,Wolverhampton Wanderers,5.0,3.0,26667.0,2024.0,679551.0,0.5500304698944092,1.0,2.0,0.0,0.0652312189340591,0.8994907140731812,0.284229040145874,9680.0,Brentford,2.0,3.0,7.0,2.5,MID
0.0,0.0,17.0,0.0,15.6,94.0,0.16,0.16,0.0,1.14,75.0,2.0,0.0,2.0,4.0,2024-10-19,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,14.0,0.0,0.0,0.0,0.0,8.0,0.0,21870.0,1.0,1.0,2.0,0.0,2.0,-310.0,1679.0,1989.0,49.0,False,0.0,94.0,0.0,0.0,0.0,82.0,Manchester United,Brentford,2.0,1.0,26675.0,2024.0,681309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9680.0,Brentford,2.0,3.0,8.0,2.7,MID
1.0,0.0,30.0,0.0,22.9,94.0,0.17,0.17,0.0,1.3,83.0,3.0,0.0,5.8,29.0,2024-10-26,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,10.0,0.0,0.0,0.0,0.0,9.0,0.0,21442.0,1.0,3.0,4.0,6.0,5.0,-494.0,859.0,1353.0,49.0,True,0.0,94.0,0.0,0.0,0.0,90.0,Brentford,Ipswich,4.0,3.0,26685.0,2024.0,682997.0,0.653279721736908,1.0,2.0,0.0,0.0,1.4538921117782593,0.8006123900413513,9680.0,Brentford,2.0,3.0,9.0,3.7,MID
0.0,2.0,28.0,0.0,2.3,94.0,0.02,0.13,0.11,1.27,92.0,1.0,1.0,5.8,44.8,2024-11-04,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,9.0,0.0,0.0,0.0,0.0,10.0,0.0,23669.0,1.0,1.0,2.0,11.0,9.0,1913.0,3476.0,1563.0,49.0,False,0.0,94.0,1.0,2.0,0.0861058831214904,90.0,Fulham,Brentford,2.0,1.0,26693.0,2024.0,686127.0,0.0,0.0,0.0,1.0,0.0861058831214904,0.0861058831214904,0.0,9680.0,Brentford,2.0,3.0,10.0,5.3,MID
